Абсолютный путь,Относительный путь,Класс
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_01518.jpg,data_new_2\dataset\tiger_01518.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_04083.jpg,data_new_2\dataset\tiger_04083.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_01729.jpg,data_new_2\dataset\tiger_01729.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_03527.jpg,data_new_2\dataset\tiger_03527.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00238.jpg,data_new_2\dataset\tiger_00238.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_08771.jpg,data_new_2\dataset\tiger_08771.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00597.jpg,data_new_2\dataset\tiger_00597.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_01472.jpg,data_new_2\dataset\tiger_01472.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_01781.jpg,data_new_2\dataset\tiger_01781.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_09174.jpg,data_new_2\dataset\tiger_09174.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_05332.jpg,data_new_2\dataset\tiger_05332.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_01884.jpg,data_new_2\dataset\tiger_01884.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02470.jpg,data_new_2\dataset\tiger_02470.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_06657.jpg,data_new_2\dataset\tiger_06657.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_07130.jpg,data_new_2\dataset\tiger_07130.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_08064.jpg,data_new_2\dataset\tiger_08064.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_04500.jpg,data_new_2\dataset\tiger_04500.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_07103.jpg,data_new_2\dataset\tiger_07103.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02976.jpg,data_new_2\dataset\tiger_02976.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00910.jpg,data_new_2\dataset\tiger_00910.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_03965.jpg,data_new_2\dataset\tiger_03965.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_07761.jpg,data_new_2\dataset\tiger_07761.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00941.jpg,data_new_2\dataset\tiger_00941.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_06673.jpg,data_new_2\dataset\tiger_06673.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02826.jpg,data_new_2\dataset\tiger_02826.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_03897.jpg,data_new_2\dataset\tiger_03897.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_08966.jpg,data_new_2\dataset\tiger_08966.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_06727.jpg,data_new_2\dataset\tiger_06727.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_07811.jpg,data_new_2\dataset\tiger_07811.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_03516.jpg,data_new_2\dataset\tiger_03516.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_08055.jpg,data_new_2\dataset\tiger_08055.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02216.jpg,data_new_2\dataset\tiger_02216.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_03813.jpg,data_new_2\dataset\tiger_03813.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00100.jpg,data_new_2\dataset\tiger_00100.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02992.jpg,data_new_2\dataset\tiger_02992.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_06115.jpg,data_new_2\dataset\tiger_06115.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_06174.jpg,data_new_2\dataset\tiger_06174.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02649.jpg,data_new_2\dataset\tiger_02649.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00432.jpg,data_new_2\dataset\tiger_00432.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_07747.jpg,data_new_2\dataset\tiger_07747.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_04323.jpg,data_new_2\dataset\tiger_04323.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_06297.jpg,data_new_2\dataset\tiger_06297.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02038.jpg,data_new_2\dataset\tiger_02038.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00861.jpg,data_new_2\dataset\tiger_00861.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_09464.jpg,data_new_2\dataset\tiger_09464.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_09539.jpg,data_new_2\dataset\tiger_09539.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_07100.jpg,data_new_2\dataset\tiger_07100.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_05117.jpg,data_new_2\dataset\tiger_05117.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_07436.jpg,data_new_2\dataset\tiger_07436.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02527.jpg,data_new_2\dataset\tiger_02527.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_06603.jpg,data_new_2\dataset\tiger_06603.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_04594.jpg,data_new_2\dataset\tiger_04594.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_06398.jpg,data_new_2\dataset\tiger_06398.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02592.jpg,data_new_2\dataset\tiger_02592.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_07691.jpg,data_new_2\dataset\tiger_07691.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_04021.jpg,data_new_2\dataset\tiger_04021.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02368.jpg,data_new_2\dataset\tiger_02368.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_08947.jpg,data_new_2\dataset\tiger_08947.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_06179.jpg,data_new_2\dataset\tiger_06179.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02627.jpg,data_new_2\dataset\tiger_02627.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00123.jpg,data_new_2\dataset\tiger_00123.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02022.jpg,data_new_2\dataset\tiger_02022.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_01029.jpg,data_new_2\dataset\tiger_01029.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_05246.jpg,data_new_2\dataset\tiger_05246.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_05293.jpg,data_new_2\dataset\tiger_05293.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_06012.jpg,data_new_2\dataset\tiger_06012.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_07620.jpg,data_new_2\dataset\tiger_07620.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_08334.jpg,data_new_2\dataset\tiger_08334.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_02435.jpg,data_new_2\dataset\tiger_02435.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_03176.jpg,data_new_2\dataset\tiger_03176.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_01296.jpg,data_new_2\dataset\tiger_01296.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_03700.jpg,data_new_2\dataset\tiger_03700.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_05865.jpg,data_new_2\dataset\tiger_05865.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_03338.jpg,data_new_2\dataset\tiger_03338.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_04520.jpg,data_new_2\dataset\tiger_04520.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_09448.jpg,data_new_2\dataset\tiger_09448.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_05760.jpg,data_new_2\dataset\tiger_05760.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_03929.jpg,data_new_2\dataset\tiger_03929.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_05682.jpg,data_new_2\dataset\tiger_05682.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_07278.jpg,data_new_2\dataset\tiger_07278.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_09718.jpg,data_new_2\dataset\tiger_09718.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_07637.jpg,data_new_2\dataset\tiger_07637.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00630.jpg,data_new_2\dataset\tiger_00630.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_03337.jpg,data_new_2\dataset\tiger_03337.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_04469.jpg,data_new_2\dataset\tiger_04469.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_05906.jpg,data_new_2\dataset\tiger_05906.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_01727.jpg,data_new_2\dataset\tiger_01727.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_03259.jpg,data_new_2\dataset\tiger_03259.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00869.jpg,data_new_2\dataset\tiger_00869.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00593.jpg,data_new_2\dataset\tiger_00593.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_00506.jpg,data_new_2\dataset\tiger_00506.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_01100.jpg,data_new_2\dataset\tiger_01100.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_05113.jpg,data_new_2\dataset\tiger_05113.jpg,tiger
C:\Users\TUFman\Desktop\python\data_new_2\dataset\tiger_05383.jpg,data_new_2\dataset\tiger_05383.jpg,tiger
